Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_name,kegg_orthology,kegg_pathway,kegg_module,kegg_enzyme,kegg_description,paper_reference,log2fc
BHE81_RS13945,219.18070121263983,-1.300581083132225,0.3042973323911336,-4.274046942549274,1.919565939990504e-05,0.0003151225175416,BHE81_RS13945,gene_0362,K20362,ko01200,M2362,,metabolic enzyme,NO,-1.300581083132225
BHE81_RS13950,383.00714114516353,-2.166130591071107,0.3027265372601637,-7.155403720716863,8.342702561106284e-13,5.4996659539542824e-11,BHE81_RS13950,gene_0363,K20363,ko00020,M2363,,metabolic enzyme,NO,-2.166130591071107
BHE81_RS13955,29.902305592957024,-1.1838231636619827,0.4262544471449873,-2.777268768903457,0.0054817829074832,0.0350950562771954,BHE81_RS13955,gene_0364,K20364,ko00020,M2364,,metabolic enzyme,NO,-1.1838231636619827
BHE81_RS13990,8.432676653439037,2.446229706344734,0.8907542834613076,2.746245234812831,0.0060281684682359,0.0376782855814626,BHE81_RS13990,gene_0365,K20365,ko02020,M2365,,oxidative stress protein,NO,2.446229706344734
BHE81_RS14000,9.562305664382365,3.2587193498534286,0.9461893312085232,3.444045755294259,0.0005730787105753,0.0055838777827194,BHE81_RS14000,gene_0366,K20366,ko00190,M2366,,DNA repair enzyme,NO,3.2587193498534286
BHE81_RS14005,72.72411076520154,4.315956281375204,0.5157710524230664,8.367969200867437,5.861970956267622e-17,7.274016313086205e-15,BHE81_RS14005,gene_0367,K20367,ko00190,M2367,,DNA repair enzyme,NO,4.315956281375204
BHE81_RS14010,53.16791145983918,-1.3241584835541151,0.3531079213674876,-3.7500107004850585,0.0001768270246633,0.0021561653672099,BHE81_RS14010,gene_0368,K20368,ko01200,M2368,,catabolic enzyme,NO,-1.3241584835541151
BHE81_RS14015,19.87664953411212,-2.142192502471287,0.5397469955330674,-3.9688826805892736,7.22104203628643e-05,0.0009827605274545,BHE81_RS14015,gene_0369,K20369,ko01200,M2369,,metabolic enzyme,NO,-2.142192502471287
BHE81_RS14065,180.5228994986369,3.198497753780863,0.5450454506771426,5.868313825584964,4.402493693074372e-09,1.688556444643707e-07,BHE81_RS14065,gene_0370,K20370,ko03410,M2370,,DNA repair enzyme,NO,3.198497753780863
BHE81_RS14100,19.543919115379968,-2.647411533797388,0.7199255104712355,-3.6773409127626175,0.0002356779691112,0.0026729176120434,BHE81_RS14100,gene_0371,K20371,ko01230,M2371,,catabolic enzyme,NO,-2.647411533797388
BHE81_RS14105,33.676161778818546,-1.8734267581685309,0.6206042840315986,-3.0187138670688647,0.0025385015925533,0.0191526140266837,BHE81_RS14105,gene_0372,K20372,ko01200,M2372,,metabolic enzyme,NO,-1.8734267581685309
BHE81_RS14115,16.511014775566448,-3.454234252598724,0.9918225564890646,-3.482713949182914,0.0004963584229789,0.0049860385394005,BHE81_RS14115,gene_0373,K20373,ko01200,M2373,,biosynthesis protein,NO,-3.454234252598724
BHE81_RS14125,53.255752485908914,-4.0095275728417406,0.7591637376203882,-5.281505654379217,1.2812652767670068e-07,3.603772135120001e-06,BHE81_RS14125,gene_0374,K20374,ko00020,M2374,,metabolic enzyme,NO,-4.0095275728417406
BHE81_RS14130,33.36570130488271,-3.46240673607136,0.8092989855079047,-4.278278853764289,1.883439819605155e-05,0.0003115523815566,BHE81_RS14130,gene_0375,K20375,ko01230,M2375,,metabolic enzyme,NO,-3.46240673607136
BHE81_RS14135,21.59490406212568,-2.9505385342405166,0.9408161036401542,-3.136147991966181,0.001711827977087,0.0138890826599219,BHE81_RS14135,gene_0376,K20376,ko01200,M2376,,catabolic enzyme,NO,-2.9505385342405166
BHE81_RS14140,33.157719788066096,-4.19974379995193,0.8260348073295498,-5.084221345985517,3.691372607807544e-07,9.270179185916682e-06,BHE81_RS14140,gene_0377,K20377,ko00020,M2377,,biosynthesis protein,NO,-4.19974379995193
BHE81_RS14145,40.47638407849937,-4.929167587074634,0.677956822623439,-7.270621701247287,3.578367570304378e-13,2.695916567698959e-11,BHE81_RS14145,gene_0378,K20378,ko00020,M2378,,catabolic enzyme,NO,-4.929167587074634
BHE81_RS28770,40.6240612239533,-5.239301562918378,0.7152371455677817,-7.325264907430425,2.384272573865771e-13,1.934470382526863e-11,BHE81_RS28770,gene_0379,K20379,ko00020,M2379,,metabolic enzyme,NO,-5.239301562918378
BHE81_RS28775,51.78117401655828,-5.441827136896311,0.9141484221832066,-5.952892336563813,2.6344461363932612e-09,1.0387596494806698e-07,BHE81_RS28775,gene_0380,K20380,ko01200,M2380,,catabolic enzyme,NO,-5.441827136896311
BHE81_RS14155,39.12249449524834,-6.427869661957287,1.051440162097158,-6.113395601264203,9.753318583940191e-10,3.995072922878027e-08,BHE81_RS14155,gene_0381,K20381,ko01200,M2381,,biosynthesis protein,NO,-6.427869661957287
BHE81_RS28780,8.493554434066233,-5.571835317901789,1.5067496788848571,-3.6979170435433537,0.0002173758999243,0.0025264708589006,BHE81_RS28780,gene_0382,K20382,ko01230,M2382,,catabolic enzyme,NO,-5.571835317901789
BHE81_RS28785,14.044385893162952,-5.69721521329245,1.1479276445805642,-4.963043829625804,6.939691365526213e-07,1.591225971258429e-05,BHE81_RS28785,gene_0383,K20383,ko00020,M2383,,metabolic enzyme,NO,-5.69721521329245
BHE81_RS14165,38.11021596370863,-4.502433407645669,0.779806810265175,-5.77378056766984,7.751236800839397e-09,2.7481065598942364e-07,BHE81_RS14165,gene_0384,K20384,ko01230,M2384,,metabolic enzyme,NO,-4.502433407645669
BHE81_RS14170,71.38384464875551,-6.2841544827281615,0.6570574935247986,-9.564086163931687,1.1319705352100893e-21,2.170810767296076e-19,BHE81_RS14170,gene_0385,K20385,ko01200,M2385,,catabolic enzyme,NO,-6.2841544827281615
BHE81_RS14175,60.36392654814755,-5.589347415538845,0.6164741250424625,-9.06663749294239,1.2274647470650585e-19,2.0714695071469926e-17,BHE81_RS14175,gene_0386,K20386,ko01200,M2386,,catabolic enzyme,NO,-5.589347415538845
BHE81_RS14180,64.9958125002001,-4.9247322110779965,0.4590687538792902,-10.727657174360704,7.548572508859053e-27,2.895220674079668e-24,BHE81_RS14180,gene_0387,K20387,ko01230,M2387,,biosynthesis protein,NO,-4.9247322110779965
BHE81_RS14185,114.13291476826556,-4.364579269302667,0.439890690813201,-9.921963252357344,3.341185076807273e-23,7.831366577249935e-21,BHE81_RS14185,gene_0388,K20388,ko01200,M2388,,catabolic enzyme,NO,-4.364579269302667
BHE81_RS14300,44.36188966682735,-1.210570990048206,0.4169665496760946,-2.90328082909431,0.003692753408457,0.025751614264926,BHE81_RS14300,gene_0389,K20389,ko00020,M2389,,catabolic enzyme,NO,-1.210570990048206
BHE81_RS14370,31.99556939734882,1.61691785765151,0.4657474352772004,3.4716623972157,0.0005172463730001,0.0051468453954892,BHE81_RS14370,gene_0390,K20390,ko00920,M2390,,membrane transporter,NO,1.61691785765151
BHE81_RS14425,62.74778084010947,-1.6716565816633036,0.4530810013391307,-3.689531401057512,0.0002246674975242,0.0025757395979753,BHE81_RS14425,gene_0391,K20391,ko00920,M2391,,ion channel,NO,-1.6716565816633036
BHE81_RS14430,20.8542617843638,-1.4225648399011186,0.5138845781330642,-2.7682575045728703,0.0056356907866516,0.0358087039591617,BHE81_RS14430,gene_0392,K20392,ko01200,M2392,,metabolic enzyme,NO,-1.4225648399011186
BHE81_RS14535,84.57773576082262,1.964581086250388,0.5824742982245884,3.3728202123914,0.000744025171819,0.0069948692706545,BHE81_RS14535,gene_0393,K20393,ko00920,M2393,,ion channel,NO,1.964581086250388
BHE81_RS14580,44.13829638634835,-1.3971760265550044,0.5029784651473002,-2.7778048631681145,0.005472747388552,0.0350950562771954,BHE81_RS14580,gene_0394,K20394,ko02010,M2394,,ABC transporter,NO,-1.3971760265550044
BHE81_RS14630,16.180904030775757,-1.7978772879316187,0.6349952425518468,-2.831324028045492,0.0046355733400495,0.0307507608831272,BHE81_RS14630,gene_0395,K20395,ko01230,M2395,,biosynthesis protein,NO,-1.7978772879316187
BHE81_RS14635,135.38644030634657,-4.214123029290352,0.4382289551942763,-9.616258760040491,6.8269155138127e-22,1.4401378276387892e-19,BHE81_RS14635,gene_0396,K20396,ko01200,M2396,,metabolic enzyme,NO,-4.214123029290352
BHE81_RS14640,9.187910831684372,-2.6845565516310987,0.8464337584655188,-3.1716085574113597,0.0015159719611254,0.0126902494126747,BHE81_RS14640,gene_0397,K20397,ko00020,M2397,,metabolic enzyme,NO,-2.6845565516310987
BHE81_RS14650,15.00179957319609,-1.787818064860714,0.6483479784556289,-2.7574977084363157,0.0058245621562094,0.0367321789791447,BHE81_RS14650,gene_0398,K20398,ko00020,M2398,,catabolic enzyme,NO,-1.787818064860714
BHE81_RS14705,36.531550131649794,-2.420621045914654,0.5107323069551574,-4.739510332419966,2.1423531129874814e-06,4.483762079002622e-05,BHE81_RS14705,gene_0399,K20399,ko01230,M2399,,biosynthesis protein,NO,-2.420621045914654
BHE81_RS29035,17.3154973325588,-1.978248476672501,0.5453300821201512,-3.627616633546797,0.0002860495686948,0.0031675672711909,BHE81_RS29035,gene_0400,K20400,ko01200,M2400,,metabolic enzyme,NO,-1.978248476672501
BHE81_RS14745,21.139145352725404,-1.406359389143084,0.5025619010409721,-2.798380430808719,0.0051359581149615,0.03343920877627,BHE81_RS14745,gene_0401,K20401,ko00920,M2401,,ABC transporter,NO,-1.406359389143084
BHE81_RS14770,19.93795956169034,-1.703507479563735,0.5983183076456839,-2.847159209061892,0.0044111295431391,0.0297707384306173,BHE81_RS14770,gene_0402,K20402,ko00920,M2402,,ABC transporter,NO,-1.703507479563735
BHE81_RS14890,30.890490987836007,3.558680896316474,0.6214608575814226,5.726315427436591,1.0263531240009004e-08,3.5786643224461146e-07,BHE81_RS14890,gene_0403,K20403,ko03410,M2403,,oxidative stress protein,NO,3.558680896316474
BHE81_RS14960,51.26692687599111,-1.517493117149202,0.4615489525217548,-3.287827019990205,0.0010096385392228,0.009082441358169,BHE81_RS14960,gene_0404,K20404,ko02010,M2404,,ABC transporter,NO,-1.517493117149202
BHE81_RS14985,55.3911221260663,-1.3678436462131411,0.3884299190008207,-3.5214682991766426,0.0004291639773456,0.004416202001028,BHE81_RS14985,gene_0405,K20405,ko00020,M2405,,metabolic enzyme,NO,-1.3678436462131411
BHE81_RS14990,82.23203914172424,1.273104319266019,0.3636075333153504,3.501314474037253,0.0004629691906569,0.0046953534023598,BHE81_RS14990,gene_0406,K20406,ko02010,M2406,,ion channel,NO,1.273104319266019
BHE81_RS15015,71.11362673829832,2.053310417636653,0.3961876058829247,5.182672014841916,2.187294808221349e-07,5.661470426923846e-06,BHE81_RS15015,gene_0407,K20407,ko02020,M2407,,oxidative stress protein,NO,2.053310417636653
BHE81_RS15045,110.06279702118336,1.2388437643631325,0.3802435623323583,3.25802692559539,0.0011218976091609,0.0099022719938281,BHE81_RS15045,gene_0408,K20408,ko00520,M2408,,biosynthetic enzyme,NO,1.2388437643631325
BHE81_RS15085,12.63478395855596,-2.570864748248516,0.751999116844228,-3.418707137632257,0.0006291940720046,0.006046856013184,BHE81_RS15085,gene_0409,K20409,ko01230,M2409,,biosynthesis protein,NO,-2.570864748248516
BHE81_RS15135,53.072286868815205,1.0561823002009052,0.348735302689703,3.028607347907857,0.0024568377419659,0.0187159194845815,BHE81_RS15135,gene_0410,K20410,ko00190,M2410,,stress response regulator,NO,1.0561823002009052
BHE81_RS15150,43.67582266148033,1.2149424457855305,0.4234967781678675,2.8688351562947334,0.0041198645376469,0.0282601053454399,BHE81_RS15150,gene_0411,K20411,ko00920,M2411,,ABC transporter,NO,1.2149424457855305
BHE81_RS15190,175.26171235739048,3.2640466852002303,0.4860535505098269,6.715405497555848,1.8754394172996792e-11,9.607814023475403e-10,BHE81_RS15190,gene_0412,K20412,ko03410,M2412,,stress response regulator,NO,3.2640466852002303
BHE81_RS15195,206.94019108378188,3.67357707377466,0.5674776768358764,6.473518208253885,9.574686971246431e-11,4.538831947380753e-09,BHE81_RS15195,gene_0413,K20413,ko02020,M2413,,oxidative stress protein,NO,3.67357707377466
BHE81_RS15200,73.22469311309246,2.429230828239618,0.4856316215589206,5.002208918030443,5.667712036993964e-07,1.3284487268931964e-05,BHE81_RS15200,gene_0414,K20414,ko02020,M2414,,stress response regulator,NO,2.429230828239618
BHE81_RS15265,26.36819140007796,2.407486603310722,0.5525546537615035,4.357010816797597,1.3185075429840955e-05,0.0002216248336195,BHE81_RS15265,gene_0415,K20415,ko03410,M2415,,stress response regulator,NO,2.407486603310722
BHE81_RS15270,68.90062713207986,1.992496795659858,0.4504582716189378,4.423266085222201,9.721988283349966e-06,0.0001681027400305,BHE81_RS15270,gene_0416,K20416,ko00920,M2416,,membrane transporter,NO,1.992496795659858
BHE81_RS15285,40.7482818232341,-1.4285344647197689,0.4036761366477657,-3.5388132590217003,0.0004019300750896,0.0041973836307008,BHE81_RS15285,gene_0417,K20417,ko01230,M2417,,catabolic enzyme,NO,-1.4285344647197689
BHE81_RS15345,20.860075038456984,-1.423911165999751,0.4822014200798866,-2.9529385578413496,0.0031476460662368,0.0227785913438309,BHE81_RS15345,gene_0418,K20418,ko00920,M2418,,ion channel,NO,-1.423911165999751
BHE81_RS15410,268.4803273693503,-1.9462384727646476,0.4015036740473425,-4.847374005686335,1.2510643653514695e-06,2.7348396670558813e-05,BHE81_RS15410,gene_0419,K20419,ko00020,M2419,,catabolic enzyme,NO,-1.946238472764648
BHE81_RS15420,6.5393676309123405,-5.099864143272377,1.3313544154601833,-3.8305834149425992,0.0001278397851086,0.0016196878479687,BHE81_RS15420,gene_0420,K20420,ko01200,M2420,,metabolic enzyme,NO,-5.099864143272377
BHE81_RS15440,43.67102064602634,3.1255894982834413,0.7622156274871041,4.100663100529677,4.119679570279525e-05,0.0006098571265617,BHE81_RS15440,gene_0421,K20421,ko00190,M2421,,DNA repair enzyme,NO,3.1255894982834413
BHE81_RS15460,41.16801486839566,-1.5764163322703608,0.4436925132201261,-3.5529477854593963,0.0003809400692426,0.0040079455165453,BHE81_RS15460,gene_0422,K20422,ko02010,M2422,,ABC transporter,NO,-1.5764163322703608
BHE81_RS15515,60.77064537453512,2.5722875199768067,0.6283881528826497,4.093469153065297,4.249666352651582e-05,0.0006247157610396,BHE81_RS15515,gene_0423,K20423,ko02020,M2423,,DNA repair enzyme,NO,2.5722875199768067
BHE81_RS15570,19.237769823148504,-3.753269327480985,0.6720099560976983,-5.585139466200595,2.3351274306167728e-08,7.757403645489893e-07,BHE81_RS15570,gene_0424,K20424,ko01230,M2424,,metabolic enzyme,NO,-3.753269327480985
BHE81_RS15575,34.13189711760982,-4.486555249702598,0.6128836893065516,-7.320402431950701,2.472284109045862e-13,1.9680314445404697e-11,BHE81_RS15575,gene_0425,K20425,ko00020,M2425,,catabolic enzyme,NO,-4.486555249702598
BHE81_RS15580,18.866280122465955,-1.8123477416124687,0.6150084229148899,-2.9468665372462333,0.0032101172049869,0.0230331368840812,BHE81_RS15580,gene_0426,K20426,ko02010,M2426,,ion channel,NO,-1.8123477416124687
BHE81_RS15585,15.392088186030312,-2.4987117315276515,0.6205680072774449,-4.026491379228517,5.661531412997132e-05,0.0008015436587729,BHE81_RS15585,gene_0427,K20427,ko01200,M2427,,biosynthesis protein,NO,-2.4987117315276515
BHE81_RS15595,5.884452592822197,-3.3964583169289027,1.0957309639437731,-3.0997192090878887,0.0019370418113087,0.0153550488166126,BHE81_RS15595,gene_0428,K20428,ko00020,M2428,,catabolic enzyme,NO,-3.3964583169289027
BHE81_RS15610,5.129346730700462,-3.1651259929706903,1.114806366048935,-2.8391710788201183,0.0045230899682912,0.0301772142121871,BHE81_RS15610,gene_0429,K20429,ko01200,M2429,,biosynthesis protein,NO,-3.1651259929706903
BHE81_RS15645,12.783995990868531,-3.7598374340497607,1.0586943893944498,-3.551390724003275,0.0003832010806888,0.004021704874195,BHE81_RS15645,gene_0430,K20430,ko01230,M2430,,catabolic enzyme,NO,-3.7598374340497607
BHE81_RS15650,12.681289536444426,-4.298692235916019,0.93767644383569,-4.584408901573392,4.552725228420448e-06,8.652228711128769e-05,BHE81_RS15650,gene_0431,K20431,ko00020,M2431,,biosynthesis protein,NO,-4.298692235916019
BHE81_RS15655,22.43956711162528,-4.01174407614965,0.685021192302859,-5.856379512381558,4.730665072971589e-09,1.791243283026962e-07,BHE81_RS15655,gene_0432,K20432,ko01230,M2432,,biosynthesis protein,NO,-4.01174407614965
BHE81_RS15660,20.468941088326904,-3.248829721254824,0.5557148774416968,-5.8462169237059465,5.028781853946284e-09,1.8290026415344289e-07,BHE81_RS15660,gene_0433,K20433,ko01200,M2433,,catabolic enzyme,NO,-3.248829721254824
BHE81_RS15665,7.886571238744043,-2.401912650127864,0.9125072125858956,-2.632212235694267,0.008483085185562,0.0494338900523289,BHE81_RS15665,gene_0434,K20434,ko00020,M2434,,metabolic enzyme,NO,-2.401912650127864
BHE81_RS15760,16.83656818638949,-2.9402430997608,0.7159149175021049,-4.106972809030977,4.008783998166641e-05,0.0005997047632373,BHE81_RS15760,gene_0435,K20435,ko01230,M2435,,metabolic enzyme,NO,-2.9402430997608
BHE81_RS15830,33.12481027170904,-1.3203181231851049,0.4355022665401091,-3.0317135515149043,0.0024316984430516,0.0185857531362952,BHE81_RS15830,gene_0436,K20436,ko02010,M2436,,ion channel,NO,-1.3203181231851049
BHE81_RS15835,153.9757174556748,-1.5967439662237857,0.5522406652834214,-2.8913915012113485,0.0038354000069999,0.0265706939729605,BHE81_RS15835,gene_0437,K20437,ko00920,M2437,,ion channel,NO,-1.5967439662237857
BHE81_RS15845,97.96938429194884,-3.0945858902545686,0.7680458334602605,-4.029168254598292,5.597454614013182e-05,0.0007951401015663,BHE81_RS15845,gene_0438,K20438,ko00020,M2438,,catabolic enzyme,NO,-3.0945858902545686
BHE81_RS15850,31.396835794688965,-3.756870350299649,0.6591800158066258,-5.699308626191344,1.2029427795250286e-08,4.126191533996826e-07,BHE81_RS15850,gene_0439,K20439,ko00020,M2439,,catabolic enzyme,NO,-3.756870350299649
BHE81_RS15855,63.53799296485193,-2.404030735017485,0.7383373428797905,-3.256005887012122,0.0011299140870182,0.0099522077935911,BHE81_RS15855,gene_0440,K20440,ko00020,M2440,,catabolic enzyme,NO,-2.404030735017485
BHE81_RS15860,98.70108494155,-1.2868455700321089,0.4243247437299081,-3.0326903840687027,0.0024238414824824,0.0185593234384633,BHE81_RS15860,gene_0441,K20441,ko00020,M2441,,catabolic enzyme,NO,-1.2868455700321089
BHE81_RS15865,44.684284419245245,2.2847156097879604,0.4619517581938124,4.94578831937123,7.58363333195778e-07,1.7201800552435415e-05,BHE81_RS15865,gene_0442,K20442,ko02020,M2442,,DNA repair enzyme,NO,2.2847156097879604
BHE81_RS15945,41.58824910988969,-1.493175382816893,0.4248462321929275,-3.514625456625976,0.0004403746072591,0.0045039799352295,BHE81_RS15945,gene_0443,K20443,ko02010,M2443,,membrane transporter,NO,-1.493175382816893
BHE81_RS15955,76.0066871000087,-1.4092817318724915,0.3916120371596498,-3.598668064684552,0.00031985112163,0.0034690279746967,BHE81_RS15955,gene_0444,K20444,ko00920,M2444,,ABC transporter,NO,-1.4092817318724915
BHE81_RS15975,20.838760903080093,-2.4249162795214905,0.6033312590363041,-4.019212071648316,5.839309376772932e-05,0.0008184732976945,BHE81_RS15975,gene_0445,K20445,ko01230,M2445,,catabolic enzyme,NO,-2.4249162795214905
BHE81_RS16070,8.624780791673789,-2.747989204477764,0.933615248655921,-2.943385091914368,0.0032464431528359,0.0231755391908881,BHE81_RS16070,gene_0446,K20446,ko01230,M2446,,biosynthesis protein,NO,-2.747989204477764
BHE81_RS16080,48.39017807699842,-3.051790116529967,0.4409803512118566,-6.920467336341297,4.501561080506012e-12,2.601655643651351e-10,BHE81_RS16080,gene_0447,K20447,ko01200,M2447,,metabolic enzyme,NO,-3.051790116529967
BHE81_RS16100,35.85879144346651,1.3016563593938837,0.4391774726083972,2.963850471798984,0.003038158767512,0.022176456470819,BHE81_RS16100,gene_0448,K20448,ko02010,M2448,,ion channel,NO,1.3016563593938837
BHE81_RS16145,27.50721313300882,-4.852824930105659,0.6688357277796557,-7.255630536089417,3.9979499770873133e-13,2.9081639574709267e-11,BHE81_RS16145,gene_0449,K20449,ko01200,M2449,,catabolic enzyme,NO,-4.852824930105659
BHE81_RS16150,38.80862852959896,-4.84640474815564,0.5920948068260169,-8.185183677146696,2.7188864187756953e-16,3.277423371661331e-14,BHE81_RS16150,gene_0450,K20450,ko00020,M2450,,metabolic enzyme,NO,-4.84640474815564
BHE81_RS16330,85.699969959285,1.2398443674446065,0.46547107009454,2.6636335684466634,0.0077301716456087,0.0461948925960669,BHE81_RS16330,gene_0451,K20451,ko00920,M2451,,ion channel,NO,1.2398443674446065
BHE81_RS16335,84.34455468485184,1.70026281310301,0.3387981973765267,5.018511982262426,5.207324604957327e-07,1.2325133094991864e-05,BHE81_RS16335,gene_0452,K20452,ko00520,M2452,,polymerization enzyme,NO,1.70026281310301
BHE81_RS16360,169.5623675578003,2.0411219059417216,0.5309403533483702,3.844352558756188,0.0001208711302808,0.0015500161053337,BHE81_RS16360,gene_0453,K20453,ko02020,M2453,,DNA repair enzyme,NO,2.0411219059417216
BHE81_RS16365,135.13576849563202,2.918165172063932,0.6675420315939006,4.3715077612359226,1.2339146323817309e-05,0.0002082354333607,BHE81_RS16365,gene_0454,K20454,ko03410,M2454,,DNA repair enzyme,NO,2.918165172063932
BHE81_RS16535,292.50480718984915,1.7296965406498084,0.5187675961571724,3.3342416786682985,0.0008553230603736,0.0078618910494907,BHE81_RS16535,gene_0455,K20455,ko00520,M2455,,polymerization enzyme,NO,1.7296965406498084
BHE81_RS16540,498.49925041746747,1.8216061038088869,0.5006763828685449,3.63829045295144,0.0002744538022829,0.0030551994507431,BHE81_RS16540,gene_0456,K20456,ko00520,M2456,,biosynthetic enzyme,NO,1.8216061038088869
BHE81_RS16575,14.128922777191717,2.7881918324686024,0.867044693628613,3.215741763899067,0.0013010785160303,0.0112025515492494,BHE81_RS16575,gene_0457,K20457,ko03410,M2457,,DNA repair enzyme,NO,2.7881918324686024
BHE81_RS16580,20.61979398561356,2.6132751493595885,0.6123064093808741,4.267920618374661,1.9730350857571555e-05,0.0003201628856465,BHE81_RS16580,gene_0458,K20458,ko03410,M2458,,oxidative stress protein,NO,2.6132751493595885
BHE81_RS16630,12.302447315068529,2.213226399149661,0.7487549845132309,2.9558753463103686,0.0031178307236996,0.022601594198091,BHE81_RS16630,gene_0459,K20459,ko00190,M2459,,oxidative stress protein,NO,2.213226399149661
BHE81_RS16645,53.38848325168692,1.0511993411816,0.3672355490988409,2.8624661848808954,0.0042035811318339,0.0286046916051734,BHE81_RS16645,gene_0460,K20460,ko01060,M2460,,biosynthetic enzyme,NO,1.0511993411816
BHE81_RS16660,30.05666054185613,2.007261699264069,0.6267417601005084,3.202693401094212,0.001361488465544,0.011627772947632,BHE81_RS16660,gene_0461,K20461,ko00190,M2461,,oxidative stress protein,NO,2.007261699264069
BHE81_RS16665,47.48169747446596,2.8470706680347817,0.5186878886906209,5.488986209456223,4.042471802448791e-08,1.2988541490965308e-06,BHE81_RS16665,gene_0462,K20462,ko03410,M2462,,oxidative stress protein,NO,2.8470706680347817
BHE81_RS16670,55.46618798948771,1.3187529921898296,0.4371470730750238,3.0167261167124484,0.0025552056526815,0.0191822289122124,BHE81_RS16670,gene_0463,K20463,ko01060,M2463,,precursor synthesis,NO,1.3187529921898296
BHE81_RS16700,61.7672790395336,2.047532137251449,0.458728504863371,4.4634944537865415,8.06336865220002e-06,0.000142340386375,BHE81_RS16700,gene_0464,K20464,ko03410,M2464,,oxidative stress protein,NO,2.047532137251449
BHE81_RS16705,6.683834552565,4.479731056035699,1.699756971580598,2.635512682657223,0.0084010286230029,0.0492961610020158,BHE81_RS16705,gene_0465,K20465,ko00190,M2465,,DNA repair enzyme,NO,4.479731056035699
BHE81_RS17095,32.91962865020703,-1.2806291789860154,0.4193646297104235,-3.053736744251192,0.0022601031497686,0.0174640571224798,BHE81_RS17095,gene_0466,K20466,ko01200,M2466,,metabolic enzyme,NO,-1.2806291789860154
BHE81_RS17115,81.172950438449,2.3317115408442857,0.365857676210396,6.373274889286112,1.8503379628001015e-10,8.296580993637069e-09,BHE81_RS17115,gene_0467,K20467,ko02020,M2467,,stress response regulator,NO,2.3317115408442857
BHE81_RS17130,68.41517071909506,-6.520099616031177,0.7229268453609817,-9.019030982001327,1.8976033366413445e-19,2.965180917514753e-17,BHE81_RS17130,gene_0468,K20468,ko00020,M2468,,biosynthesis protein,NO,-6.520099616031177
BHE81_RS17135,7.562586239883412,-4.166339097729213,1.2875981552461857,-3.235744848463704,0.0012132578126293,0.0106197815590942,BHE81_RS17135,gene_0469,K20469,ko01230,M2469,,metabolic enzyme,NO,-4.166339097729213
BHE81_RS17140,41.667330277728446,-2.239570652706268,0.4423432531923995,-5.062970072547157,4.127746715717881e-07,1.0244096113890434e-05,BHE81_RS17140,gene_0470,K20470,ko00020,M2470,,metabolic enzyme,NO,-2.239570652706268
BHE81_RS17155,86.85057853872384,-1.0830678259248108,0.3226032102082105,-3.357275413427508,0.0007871466231255,0.007343930422515,BHE81_RS17155,gene_0471,K20471,ko01200,M2471,,catabolic enzyme,NO,-1.0830678259248108
BHE81_RS17265,53.3687439252509,-2.063686806958141,0.3795838101142426,-5.436709237775545,5.427359649277061e-08,1.6473403136906418e-06,BHE81_RS17265,gene_0472,K20472,ko01200,M2472,,metabolic enzyme,NO,-2.063686806958141
BHE81_RS17270,12.609102357884828,-2.539468071391558,0.7863368721749531,-3.2294912794405346,0.001240106633248,0.0108323186038787,BHE81_RS17270,gene_0473,K20473,ko00020,M2473,,metabolic enzyme,NO,-2.539468071391558
BHE81_RS17290,78.90714236402637,1.2255982669105816,0.3835617620497057,3.1953087825051667,0.0013968130859229,0.0118813596965902,BHE81_RS17290,gene_0474,K20474,ko00520,M2474,,polymerization enzyme,NO,1.2255982669105816
BHE81_RS17310,252.22442984300423,-1.6373349596656055,0.286040029756434,-5.724146235964991,1.0395517942780932e-08,3.594974606605963e-07,BHE81_RS17310,gene_0475,K20475,ko00020,M2475,,catabolic enzyme,NO,-1.6373349596656055
BHE81_RS17330,775.4549886790049,-3.2395646114190733,0.3084030378066975,-10.504321340211913,8.251415822832493e-26,2.677901796656176e-23,BHE81_RS17330,gene_0476,K20476,ko01230,M2476,,biosynthesis protein,NO,-3.2395646114190733
BHE81_RS17335,28.844310160250927,-2.356061747739999,0.5874972067075656,-4.01033693580225,6.063216248514302e-05,0.0008414707023842,BHE81_RS17335,gene_0477,K20477,ko00020,M2477,,catabolic enzyme,NO,-2.356061747739999
BHE81_RS17390,43.3002076916768,-1.3417009900064547,0.4357750105015662,-3.0788846484386294,0.0020777711441387,0.016233548994669,BHE81_RS17390,gene_0478,K20478,ko02010,M2478,,ion channel,NO,-1.3417009900064547
BHE81_RS17510,11.588100063504555,2.504847962693824,0.795340136637143,3.149404697825036,0.001636034602898,0.0134550292195457,BHE81_RS17510,gene_0479,K20479,ko02020,M2479,,DNA repair enzyme,NO,2.504847962693824
BHE81_RS17635,24.596766040835615,-2.972825587175485,0.7673959835632981,-3.87391340435687,0.0001071014827934,0.0013989509470757,BHE81_RS17635,gene_0480,K20480,ko00020,M2480,,biosynthesis protein,NO,-2.972825587175485
BHE81_RS17640,7.607505084436439,-2.08866971669698,0.7776674196697048,-2.6858135802887197,0.0072353445083513,0.0436708418894627,BHE81_RS17640,gene_0481,K20481,ko00020,M2481,,catabolic enzyme,NO,-2.08866971669698
